,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
252,2011/1,-1.1,-10.4,-5.9,3.2,4.5,61.4,1.2
253,2011/2,7.3,-3.0,1.8,4.1,43.2,61.5,1.1
254,2011/3,10.3,-0.3,4.5,3.1,23.5,50.4,1.7
255,2011/4,18.4,6.3,11.9,4.7,111.2,53.0,1.7
256,2011/5,24.9,14.3,19.3,5.6,116.2,58.6,1.7
257,2011/6,29.1,19.1,23.7,6.4,360.7,67.1,1.6
258,2011/7,30.0,23.2,26.1,8.3,531.9,81.9,1.5
259,2011/8,30.0,23.0,26.1,7.9,290.2,78.1,1.6
260,2011/9,26.2,17.2,21.3,4.6,182.5,69.6,1.5
261,2011/10,19.6,8.5,13.6,4.2,34.5,67.8,1.2
262,2011/11,16.1,7.0,11.2,5.8,92.6,66.7,1.3
263,2011/12,4.1,-3.7,0.0,4.3,14.6,58.4,1.2
264,2012/1,2.4,-5.8,-1.9,4.3,17.8,60.1,1.2
265,2012/2,4.0,-5.7,-1.3,4.0,3.7,51.2,1.3
266,2012/3,10.7,1.6,5.8,5.6,65.1,58.3,1.7
267,2012/4,19.8,7.4,13.3,4.6,106.8,54.7,1.9
268,2012/5,26.1,14.6,19.9,4.6,31.2,54.6,1.5
269,2012/6,29.2,19.4,23.8,5.4,93.7,61.2,1.8
270,2012/7,30.6,22.7,26.3,6.9,257.4,76.3,1.5
271,2012/8,31.5,23.8,27.3,6.9,479.5,74.0,2.0
272,2012/9,25.7,17.3,21.1,5.9,162.5,73.6,1.4
273,2012/10,20.8,9.5,14.8,3.2,61.2,65.7,1.1
274,2012/11,10.6,2.2,6.2,5.0,52.1,64.9,1.3
275,2012/12,0.9,-7.0,-3.1,4.1,56.6,69.0,1.1
276,2013/1,1.8,-7.1,-2.7,3.9,30.5,66.3,0.9
277,2013/2,4.6,-4.1,0.0,4.9,33.2,55.1,1.3
278,2013/3,13.3,0.6,6.4,3.5,46.8,53.2,1.4
279,2013/4,16.9,5.1,10.8,4.7,65.0,55.9,1.7
280,2013/5,25.5,13.6,19.2,4.3,97.9,58.5,1.5
281,2013/6,29.7,20.3,24.6,5.5,229.9,64.7,1.4
282,2013/7,31.1,24.3,27.2,7.8,253.6,77.1,1.6
283,2013/8,32.8,24.3,28.0,5.5,183.9,73.6,1.4
284,2013/9,26.3,17.9,21.8,5.4,162.6,71.4,1.2
285,2013/10,21.8,10.7,15.9,3.2,26.5,66.5,1.3
286,2013/11,11.4,2.6,6.7,4.8,78.2,69.9,1.2
287,2013/12,5.2,-2.7,1.1,4.7,37.3,68.3,1.1
288,2014/1,5.1,-4.5,0.1,3.2,5.9,56.8,1.0
289,2014/2,7.8,-1.4,2.9,4.7,6.8,55.5,1.4
290,2014/3,14.2,3.7,8.5,4.0,51.1,55.1,1.5
291,2014/4,21.3,9.1,14.7,4.5,43.7,50.7,1.5
292,2014/5,26.3,13.9,19.8,3.1,35.0,51.7,1.7
293,2014/6,28.6,19.5,23.5,6.3,92.6,65.5,1.6
294,2014/7,31.3,22.6,26.5,7.2,125.1,71.8,1.5
295,2014/8,28.9,21.7,24.9,7.8,197.5,77.4,1.5
296,2014/9,27.5,17.8,22.3,5.1,147.5,68.5,1.3
297,2014/10,21.6,10.1,15.5,3.5,151.1,66.8,1.3
298,2014/11,13.9,4.6,9.0,4.9,24.8,67.6,1.1
299,2014/12,3.1,-4.9,-1.2,4.6,32.6,62.4,1.3
300,2015/1,4.6,-3.4,0.3,4.6,16.0,62.1,1.1
301,2015/2,7.1,-1.9,2.2,4.7,26.5,56.7,1.3
302,2015/3,14.3,1.4,7.5,2.9,44.1,42.9,1.4
303,2015/4,19.8,8.6,13.9,5.6,109.1,58.6,1.6
304,2015/5,26.6,14.0,20.0,4.1,24.4,49.1,1.4
305,2015/6,29.2,19.2,23.7,6.3,83.3,53.9,1.6
306,2015/7,29.7,22.0,25.4,7.1,141.4,67.1,1.8
307,2015/8,31.0,22.6,26.3,5.8,54.3,64.3,1.6
