,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
257,2011/6,27.8,18.2,22.7,6.3,391.6,65.7,2.0
258,2011/7,29.0,23.2,25.7,8.0,587.3,80.5,1.7
259,2011/8,29.3,23.1,25.8,7.5,420.3,77.9,1.9
260,2011/9,25.9,17.2,21.2,4.8,91.7,70.1,1.5
261,2011/10,19.5,8.6,13.5,4.4,37.0,68.5,1.3
262,2011/11,16.1,7.1,11.2,5.9,103.2,67.4,1.7
263,2011/12,4.9,-3.6,0.4,4.8,11.5,59.7,1.5
264,2012/1,3.0,-5.8,-1.5,4.7,16.4,60.4,1.5
265,2012/2,4.5,-5.9,-1.0,4.0,2.5,51.9,1.7
266,2012/3,10.5,1.1,5.7,5.4,54.6,57.4,2.1
267,2012/4,19.6,7.1,13.2,4.6,66.2,54.0,2.4
268,2012/5,25.9,14.4,19.8,4.7,24.0,54.2,1.9
269,2012/6,29.0,19.2,23.8,5.7,57.8,67.7,2.1
270,2012/7,30.1,23.0,26.3,6.8,277.6,82.1,1.7
271,2012/8,31.0,23.8,27.1,6.8,463.6,81.2,2.3
272,2012/9,24.8,16.8,20.6,5.6,242.5,81.3,1.4
273,2012/10,20.7,8.9,14.3,3.4,81.3,73.7,1.3
274,2012/11,11.1,1.8,6.0,5.1,58.4,72.1,1.7
275,2012/12,1.5,-7.2,-3.0,4.5,64.6,77.1,1.4
276,2013/1,2.5,-7.5,-2.6,4.0,46.2,73.7,1.4
277,2013/2,5.1,-4.6,0.0,4.8,54.2,62.3,1.5
278,2013/3,13.7,0.0,6.6,3.6,52.8,57.2,1.8
279,2013/4,16.5,4.4,10.6,4.8,86.8,61.7,2.1
280,2013/5,24.8,13.0,18.8,4.4,110.4,67.8,1.8
281,2013/6,28.8,19.8,23.9,6.0,162.6,76.0,1.5
282,2013/7,30.1,24.0,26.8,7.4,218.7,85.4,1.9
283,2013/8,32.1,24.2,27.8,5.4,126.6,81.5,1.5
284,2013/9,26.1,17.6,21.4,5.4,146.4,80.4,1.2
285,2013/10,21.7,10.4,15.5,3.5,19.9,77.4,1.4
286,2013/11,12.0,2.3,6.7,4.7,63.5,75.7,1.4
287,2013/12,5.9,-2.8,1.3,4.8,32.8,75.4,1.4
288,2014/1,5.9,-5.2,-0.1,3.3,6.5,65.1,1.2
289,2014/2,8.3,-1.9,2.7,5.1,8.5,63.3,1.6
290,2014/3,13.9,3.0,8.3,4.2,67.2,64.0,1.7
291,2014/4,21.1,8.2,14.3,4.3,59.4,61.1,1.7
292,2014/5,25.9,13.3,19.4,3.0,49.7,61.5,2.0
293,2014/6,27.7,18.9,22.9,6.6,143.7,77.1,1.7
294,2014/7,30.2,22.5,25.9,7.2,177.2,82.6,1.6
295,2014/8,27.8,21.4,24.2,7.9,240.9,87.0,1.6
296,2014/9,26.9,17.1,21.6,5.1,118.0,78.2,1.3
297,2014/10,21.2,9.5,14.9,3.4,169.4,76.3,1.4
298,2014/11,13.9,4.0,8.5,4.9,40.7,76.5,1.2
299,2014/12,3.4,-5.5,-1.3,4.5,36.7,74.7,1.4
300,2015/1,5.0,-4.4,0.0,4.5,31.5,72.7,1.3
301,2015/2,7.2,-2.5,1.9,5.0,27.0,66.2,1.7
302,2015/3,14.3,0.6,7.2,3.0,44.7,51.0,1.7
303,2015/4,19.3,7.8,13.3,5.6,95.2,68.1,1.9
304,2015/5,26.0,13.0,19.5,4.0,28.9,59.8,1.6
305,2015/6,28.9,18.5,23.4,6.3,119.8,67.7,1.5
306,2015/7,29.5,22.1,25.4,6.8,145.6,80.4,1.8
307,2015/8,31.2,22.6,26.4,5.4,51.6,76.2,1.5
308,2015/9,27.7,16.5,21.7,4.1,18.5,68.5,1.6
309,2015/10,22.0,10.1,15.5,2.8,94.1,70.6,1.3
310,2015/11,13.8,6.9,10.1,7.4,126.0,83.2,1.3
311,2015/12,7.9,-0.8,3.1,5.4,39.7,74.9,1.2
312,2016/1,3.6,-5.4,-1.3,5.1,11.6,68.4,1.3
313,2016/2,7.0,-3.3,1.5,4.2,45.8,61.7,1.7
314,2016/3,14.1,1.6,7.5,3.7,40.3,57.7,1.5
315,2016/4,21.5,8.9,14.8,5.1,154.9,62.6,1.7
316,2016/5,26.4,13.5,19.8,4.4,85.1,61.8,1.7
317,2016/6,28.7,19.2,23.7,5.5,62.5,71.9,1.6
318,2016/7,30.7,23.1,26.6,6.8,367.9,80.6,1.6
319,2016/8,33.2,23.5,27.9,4.8,57.4,71.7,1.4
320,2016/9,26.6,19.0,22.4,6.6,196.0,79.3,1.3
321,2016/10,20.6,12.0,15.7,6.3,122.6,78.9,1.4
322,2016/11,12.8,2.4,7.2,4.7,29.5,72.4,1.2
323,2016/12,7.6,-2.0,2.5,4.9,54.8,70.7,1.3
